Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,state_abbr,lat,lon
"October 15, 2017",Arizona,Phoenix,107th Ave and Camelback Rd,1,3,,AZ,33.5081755,-112.2900132
"October 12, 2017",California,Aliso Viejo,6 Asbury Ct,2,2,,CA,33.5675062,-117.7357567
"October 11, 2017",Ohio,Pedro,15497 SR 93,4,0,,OH,38.7082949,-82.6423305
"October 10, 2017",California,San Francisco,25th St and Treat Ave,0,4,,CA,37.7509769,-122.4128627
"October 9, 2017",Texas,Houston,3352 Old Spanish Trail,0,5,,TX,29.7011907,-95.372159
"October 7, 2017",Arizona,Phoenix,87th Ave and Thomas Rd,0,4,,AZ,33.479751,-112.2464783
"October 6, 2017",Illinois,Chicago,8000 block of S Marshfield,0,5,,IL,41.748351,-87.6649489
"October 5, 2017",Arizona,Casa Grande,400 block of W 13th Street,4,0,,AZ,32.885415,-111.757291
"October 3, 2017",Florida,Miami,2051 NW 65th St,0,4,,FL,25.8338798,-80.23101489999999
"October 1, 2017",Kansas,Lawrence,1000 block of Massachusetts St,3,2,,KS,38.9654625,-95.235711
"October 1, 2017",Nevada,Las Vegas,3950 Las Vegas Blvd S,59,441,,NV,36.0933917,-115.1763365
"September 30, 2017",Tennessee,Memphis,800 block of Kerr Avenue,1,3,,TN,35.1071634,-90.0358906
"September 28, 2017",Louisiana,New Orleans,2001 N Rocheblave St,1,3,,LA,29.9814899,-90.0647868
"September 26, 2017",Pennsylvania,Philadelphia,100 block of Pastorius St,1,3,,PA,40.043327,-75.177497
"September 26, 2017",Tennessee,Memphis,2531 Chelsea Ave,0,4,,TN,35.1741999,-89.9727606
"September 26, 2017",Maryland,Baltimore,3200 block of Lyndale Ave,2,2,,MD,39.31661,-76.578385
"September 24, 2017",Maryland,Baltimore,500 block of E. Patapsco Avenue,0,4,,MD,39.2370846,-76.6035287
"September 24, 2017",Tennessee,Antioch,3890 Pin Hook Rd,1,8,,TN,36.0468068,-86.58308
"September 24, 2017",New York,Syracuse,1226 E Fayette St,0,4,,NY,43.0481311,-76.1304325
"September 24, 2017",New Jersey,Mays Landing,6000 block of Hoover Dr,1,3,,NJ,39.4511646,-74.7662728
"September 23, 2017",California,Bakersfield,818 Real Rd,1,4,,CA,35.3657935,-119.0432433
"September 23, 2017",Illinois,Danville,Seminary St and Jackson St,0,5,,IL,40.1306359,-87.61652
"September 23, 2017",Connecticut,Hartford,1164 Albany Ave,2,2,,CT,41.7821945,-72.6958082
"September 20, 2017",Indiana,Gary,4300 block of 23rd Ct,0,5,,IN,41.5753627,-87.3906475
"September 17, 2017",Michigan,Detroit,5000 block of Stanton Street,1,3,,MI,42.3497679,-83.0905192
"September 17, 2017",Virginia,Petersburg,300 Mistletoe St,1,4,,VA,37.2167361,-77.4049063
"September 16, 2017",South Carolina,Columbia,920 Lady Street,0,8,,SC,34.0013022,-81.0376867
"September 13, 2017",Tennessee,Memphis,1000 block of Morehead St,1,5,,TN,35.1680474,-90.02512109999999
"September 13, 2017",Washington,Rockford,14626 S Jackson Rd,1,3,,WA,47.519534,-117.1966959
"September 13, 2017",Pennsylvania,York,400 block of S Duke St,0,4,,PA,39.95736,-76.722985
"September 13, 2017",Pennsylvania,Philadelphia,3100 block of N 2nd St,0,4,,PA,39.9973235,-75.1332171
"September 10, 2017",Louisiana,New Orleans,2101 N Claiborne Ave,1,3,,LA,29.9736728,-90.0583789
"September 10, 2017",Texas,Plano,1712 West Spring Creek Parkway,9,1,,TX,33.0565114,-96.7275947
"September 9, 2017",Alabama,Selma,Kings Bend Road,0,4,,AL,32.3950984,-87.02766659999999
"September 6, 2017",Illinois,Chicago,2700 block of Madison,0,4,,IL,41.8813699,-87.694119
"September 4, 2017",Illinois,Bellwood,1000 block of Bellwood Ave,0,4,,IL,41.8741981,-87.87827680000001
"September 3, 2017",California,Inglewood,10100 block of S Firmona Ave,2,3,,CA,33.9443865,-118.3566749
"September 2, 2017",Kentucky,Louisville,8008 Watterson Trl,0,4,,KY,38.180619,-85.621938
"September 2, 2017",Illinois,Chicago,8300 block of S Hermitage,1,3,,IL,41.74276,-87.66709039999999
"August 28, 2017",New Mexico,Clovis,701 N Main St,2,4,,NM,34.4051816,-103.2044978
"August 27, 2017",California,Sacramento,7760 24th St,1,4,,CA,38.47505,-121.481512
"August 27, 2017",Indiana,Evansville,1127 Chestnut St,1,3,,IN,37.973151,-87.5601723
"August 25, 2017",Florida,Gainesville,1600 NE 8th Ave,0,4,,FL,29.6592262,-82.3046371
"August 24, 2017",Missouri,Saint Louis,10400 block of Balmoral Dr,4,0,,MO,38.754081,-90.20107329999999
"August 22, 2017",Illinois,Chicago,300 block of N Central Ave,0,4,,IL,41.885933,-87.76546499999999
"August 21, 2017",New Jersey,Newark,Fabyan Place,0,4,,NJ,40.7154353,-74.2220987
"August 21, 2017",North Carolina,Whitakers,980 Fishing Creek Rd,4,0,,NC,36.1694133,-77.8287545
"August 21, 2017",New Jersey,Newark,700 block of S 19th St,1,3,,NJ,40.7324223,-74.2122213
"August 21, 2017",Maryland,Baltimore,Cottage Avenue and Park Heights Avenue,1,3,,MD,39.32733710000001,-76.657371
"August 21, 2017",Tennessee,Memphis,262 Decatur St,0,4,,TN,35.1471791,-90.0259271
"August 20, 2017",New York,Brooklyn,100th St and Ave M,0,4,,NY,40.6386145,-73.89102419999999
"August 20, 2017",Illinois,Chicago,11901 S Loomis St,2,5,,IL,41.6768437,-87.6560016
"August 19, 2017",Ohio,Cleveland,11143 Superior Ave,1,4,,OH,41.5226451,-81.6075922
"August 16, 2017",New York,Wyandanch,Merritt Ave and 15th St,0,4,,NY,40.7544243,-73.3627103
"August 14, 2017",California,North Hollywood,Morrison St and Klump Ave,2,2,,CA,34.160824,-118.3757613
"August 13, 2017",Pennsylvania,Philadelphia,39th St and Melon St,0,5,,PA,39.9648942,-75.1999605
"August 13, 2017",California,Sacramento,4000 Block of Martin Luther King Jr Blvd,0,4,,CA,38.5383643,-121.4650338
"August 13, 2017",Virginia,Suffolk,8700 block of Quay Rd,0,4,,VA,36.6525486,-76.83946010000001
"August 12, 2017",Missouri,Saint Louis,12310 Bellefontaine Rd,1,3,,MO,38.7965779,-90.21235399999999
"August 8, 2017",Illinois,Chicago,1 block of East 37th St,1,6,,IL,41.8273618,-87.626407
"August 6, 2017",New York,Bronx,Wickham Ave,0,6,,NY,40.8690749,-73.8373836
"August 6, 2017",New York,Bronx,Unionport Rd,0,4,,NY,40.8412711,-73.8633492
"August 6, 2017",California,Oakland,1000 block of 106th Avenue,0,7,,CA,37.735796,-122.1720107
"August 5, 2017",New Jersey,Lakewood,900 block of Brook Road,0,4,,NJ,40.1018921,-74.18869099999999
"August 5, 2017",South Carolina,Allendale,300 block of Ellis St,1,3,,SC,33.0020886,-81.2960586
"August 5, 2017",Florida,Tallahassee,1939 W Tennessee St,1,3,,FL,30.448443,-84.3161753
"August 4, 2017",Montana,Lodge Grass,200 block of North Helen Street,3,2,,MT,45.3115625,-107.3650843
"August 3, 2017",District of Columbia,Washington,3426 18th St NE,1,3,,,38.9327371,-76.9800126
"August 2, 2017",Maryland,Baltimore,900 block of N Broadway,0,4,,MD,39.3005881,-76.5947539
"August 1, 2017",Illinois,Chicago,800 block of N Monticello Ave,0,4,,IL,41.8954421,-87.71752339999999
"August 1, 2017",Washington,Toppenish,8000 Block of Lateral C Rd,0,6,,WA,46.36072,-120.5230681
"August 1, 2017",California,Fresno,Mariposa St and A St,0,7,,CA,36.8022204,-119.7779898
"July 31, 2017",Illinois,Decatur,Jasper St and Main St,0,4,,IL,39.84177,-88.9404161
"July 30, 2017",Virginia,Norfolk,1500 block of Azalea Garden Rd,1,5,,VA,36.8671762,-76.2345381
"July 30, 2017",Texas,El Paso,1810 George Dieter Dr,1,3,,TX,31.7655228,-106.3010844
"July 29, 2017",New York,Buffalo,200 block of Carl St,1,4,,NY,42.920097,-78.828214
"July 29, 2017",North Carolina,Salisbury,115 W Fisher St,2,3,,NC,35.6668114,-80.47168429999999
"July 28, 2017",Delaware,Wilmington,400 block of N Washington St,0,4,,DE,39.742038,-75.55526789999999
"July 27, 2017",Illinois,Chicago,2000 block of E 71st St,1,4,,IL,41.7664443,-87.57586889999999
"July 26, 2017",North Carolina,High Point,2111 E. Green Drive,1,6,,NC,35.9532518,-79.9808362
"July 25, 2017",Florida,Jacksonville,1040 Golfair Boulevard,1,3,,FL,30.3645442,-81.6702158
"July 23, 2017",Illinois,Chicago,1500 block of East 82nd St,1,3,,IL,41.7459773,-87.5881857
"July 23, 2017",Louisiana,Baton Rouge,10360 Ave H,0,4,,LA,30.5384819,-91.19695569999999
"July 22, 2017",Ohio,Cincinnati,130 E Clifton Ave,0,5,,OH,39.1159489,-84.5142106
"July 19, 2017",Virginia,Richmond,2300 block of Bethel St,0,5,,VA,37.5551184,-77.4185708
"July 19, 2017",California,Los Angeles,Imperial Hwy and Broadway,1,3,,CA,33.931006,-118.2784465
"July 18, 2017",Wisconsin,Milwaukee,3000 block of N 39th St,0,4,,WI,43.0733843,-87.9620936
"July 18, 2017",New Jersey,Trenton,Hewitt St and Division St,1,3,,NJ,40.208135,-74.743731
"July 18, 2017",Arizona,El Mirage,NW Grand Ave and W Thunderbird Rd,0,4,,AZ,33.6089076,-112.3123446
"July 15, 2017",Pennsylvania,Philadelphia,21st and Fitzwater,1,3,,PA,39.9432388,-75.17737559999999
"July 15, 2017",Illinois,Chicago,12200 block of S Throop St,0,4,,IL,41.6720048,-87.6541632
"July 9, 2017",Virginia,Lawrenceville,500 block of Sturgeon Rd,0,7,,VA,36.8120438,-77.7706175
"July 8, 2017",Illinois,Alton,700 block of Oakwood Ave,0,4,,IL,38.9178269,-90.1725446
"July 8, 2017",Ohio,Cincinnati,9917 Capstan Dr,1,8,,OH,39.2540291,-84.5966016
"July 6, 2017",Mississippi,Meridian,Eighth Ave,0,4,,MS,32.3817211,-88.6865333
"July 5, 2017",Georgia,Savannah,Jefferson Street and West St. Julian Street,0,4,,GA,32.0808246,-81.0949588
"July 5, 2017",Illinois,Chicago (Roseland),11000 block of S Eberhart,2,2,,IL,41.69450820000001,-87.61125179999999
"July 5, 2017",Maine,Madison,300 block of Russell Rd,4,1,,ME,44.7924304,-69.7941675
"July 4, 2017",Florida,Orlando (Pine Castle),501 W Lancaster Rd,0,4,,FL,28.4656126,-81.3828292
"July 4, 2017",Virginia,Hampton,500 block of Patterson Ave,1,4,,VA,37.0325392,-76.3606308
"July 4, 2017",North Carolina,Raleigh,105 E South St,1,3,,NC,35.7724084,-78.6379676
"July 3, 2017",Alabama,Prattville,112 US 82,3,1,,AL,32.438879,-86.47443109999999
"July 3, 2017",Michigan,Pontiac,50 block of Thorpe St,1,3,,MI,42.6371738,-83.311286
"July 2, 2017",New Jersey,Jersey City,Wilkinson Avenue,0,4,,NJ,40.7063283,-74.080444
"July 2, 2017",South Carolina,Greenwood,SC 72 Bypass,0,4,,SC,34.2087578,-82.14636329999999
"July 1, 2017",Illinois,Momence,2727 S 13000 Rd E,0,4,,IL,41.08524120000001,-87.6198026
"July 1, 2017",New Jersey,Newark,Lincoln Park and Pennsylvania Avenue,2,2,,NJ,40.7258888,-74.1796367
"July 1, 2017",California,Oakland,3200 Humboldt Ave,0,4,,CA,37.7920659,-122.2067424
"July 1, 2017",Arkansas,Little Rock,220 W 6th St,0,25,,AR,34.7435095,-92.2732619
"June 30, 2017",New York,Bronx,1650 Grand Concourse,2,6,,NY,40.8434675,-73.9110798
"June 27, 2017",Illinois,Chicago,200 block of S Lotus,0,5,,IL,41.8780929,-87.76191209999999
"June 25, 2017",District of Columbia,Washington,5900 block of Southern Ave SE,0,4,,,38.8886204,-76.9149252
"June 25, 2017",Missouri,Saint Louis,5000 block of Thekla Ave,1,3,,MO,38.6885454,-90.2420027
"June 24, 2017",Florida,Fort Lauderdale,2335 NW 16th Ct,1,4,,FL,26.1468961,-80.1733167
"June 24, 2017",New York,New York (Manhattan),114th St and Manhattan Ave,0,5,,NY,40.8037381,-73.9577813
"June 24, 2017",New Jersey,Willingboro,Pastoral Lane,0,4,,NJ,40.0325587,-74.89634819999999
"June 22, 2017",Georgia,Atlanta,1100 block of Osborne Street,1,6,,GA,33.7041658,-84.42392389999999
"June 18, 2017",Missouri,Saint Louis,1900 block of N 14th St,3,2,,MO,38.6442741,-90.19414309999999
"June 18, 2017",District of Columbia,Washington,3100 block of Buena Vista Terrace SE,0,4,,,38.8523479,-76.965653
"June 18, 2017",Illinois,Chicago,3300 block of W Crystal St,0,4,,IL,41.903988,-87.709434
"June 18, 2017",South Carolina,Myrtle Beach,311 N Ocean Blvd,0,7,,SC,33.7289644,-78.8345686
"June 17, 2017",Illinois,Chicago,1 block of N Latrobe,0,4,,IL,41.8803762,-87.756284
"June 17, 2017",Ohio,Columbus,6252 Busch Blvd,1,4,,OH,40.0936654,-82.992195
"June 15, 2017",Virginia,Richmond,4053 Old Brook Road,1,3,,VA,37.590905,-77.445915
"June 15, 2017",New Mexico,La Madera,491 NM 111,5,0,,NM,36.3840099,-106.04116
"June 14, 2017",Virginia,Alexandria,420 E Monroe Ave,1,5,,VA,38.8215256,-77.0543776
"June 14, 2017",Ohio,Canton,14th St NE and Gibbs Ave NE,0,4,,OH,40.8112655,-81.36270549999999
"June 14, 2017",California,San Francisco,720 San Bruno,4,2,,CA,37.7604103,-122.4053572
"June 13, 2017",Maryland,Baltimore,3300 block of Ayrdale Avenue,0,4,,MD,39.3262899,-76.6816511
"June 13, 2017",Maryland,Baltimore,1200 block of Bonaparte Avenue,2,2,,MD,39.3155173,-76.5998065
"June 13, 2017",Missouri,Saint Louis (University City),Ferguson Ave and Plymouth Ave,0,4,,MO,38.66896,-90.309731
"June 11, 2017",Illinois,Chicago,3300 block of W Douglas Blvd,0,9,,IL,41.86324,-87.7082101
"June 11, 2017",Tennessee,Chattanooga,4272 Bonny Oaks Drive,0,4,,TN,35.0806465,-85.214014
"June 11, 2017",Texas,Houston,505 Cypress Station Dr,0,4,,TX,30.03013409999999,-95.43728630000001
"June 10, 2017",Tennessee,Memphis,571 East Street,0,4,,TN,35.1313649,-90.0315047
"June 9, 2017",Texas,Fort Worth,East Davis Avenue and New York Avenue,2,5,,TX,32.72087310000001,-97.3156891
"June 8, 2017",Louisiana,New Orleans,3650 Franklin Ave,0,6,,LA,29.9965578,-90.05006619999999
"June 6, 2017",Utah,Sandy,2232 Alta Canyon Drive,3,2,,UT,40.594021,-111.8267225
"June 5, 2017",Florida,Orlando,2427 Forsyth Rd,6,0,,FL,28.5800355,-81.29456
"June 3, 2017",Missouri,Saint Louis,1600 Block of Union Blvd,2,2,,MO,38.666531,-90.2671709
"June 3, 2017",Louisiana,New Orleans,3717 Tulane Ave,3,2,,LA,29.9672618,-90.101677
"June 2, 2017",California,Los Angeles,89th St and Broadway,1,3,,CA,33.9555242,-118.2782224
"June 2, 2017",Texas,Laredo,5301 McPherson Rd,2,3,,TX,27.5450746,-99.4820939
"June 1, 2017",Missouri,Saint Louis,Beacon Ave and Lillian Ave,3,1,,MO,38.6942927,-90.2522415
"May 30, 2017",Ohio,Middletown,1200 Elliott Dr,1,3,,OH,39.50115630000001,-84.3524624
"May 29, 2017",Kentucky,Louisville,231 Witherspoon St,1,3,,KY,38.2576782,-85.7504609
"May 28, 2017",Alabama,Phenix City,100 block of 6th Street South,0,12,,AL,32.4359375,-84.99518189999999
"May 28, 2017",New Jersey,Paterson,86 Main Street,1,5,,NJ,40.9197182,-74.1730572
"May 28, 2017",Mississippi,Moss Point,6103 Hwy. 63,0,5,,MS,30.431394,-88.5257491
"May 27, 2017",New York,New York (Manhattan),318 W 14th St,0,4,,NY,40.7399867,-74.0036456
"May 27, 2017",District of Columbia,Washington,100 block of Q Street Northwest,1,7,,,38.9111209,-77.0121588
"May 27, 2017",Mississippi,Bogue Chitto,2871 Lee Dr,8,1,,MS,31.4123608,-90.46051369999999
"May 26, 2017",Florida,Miami,2730 NW 167th St,0,4,,FL,25.9260023,-80.2457992
"May 21, 2017",Iowa,Des Moines,4300 Beaver Dr,1,3,,IA,41.6412599,-93.676823
"May 21, 2017",Arizona,Mesa,441 N Val Vista Dr,0,4,,AZ,33.42386219999999,-111.751964
"May 20, 2017",Pennsylvania,Philadelphia,2100 block of W Huntingdon St,0,10,,PA,39.984902,-75.1239303
"May 16, 2017",South Carolina,Ruffin,21785 Lowcountry Hwy,3,1,,SC,33.0048377,-80.8151781
"May 14, 2017",Arkansas,Jonesboro,311 S Main St,1,6,,AR,35.8398243,-90.7052597
"May 14, 2017",Illinois,Dolton,14112 Chicago Road,0,5,,IL,41.6384506,-87.6078766
"May 14, 2017",Florida,Avon Park,Hal McRae Blvd and Delaney Ave,0,5,,FL,27.584669,-81.49813499999999
"May 14, 2017",Texas,Fort Worth,8600 block of Calmont Ave,0,4,,TX,32.7359731,-97.467254
"May 10, 2017",New Jersey,Trenton,300 block of Centre St,1,3,,NJ,40.209726,-74.7594865
"May 9, 2017",Kansas,Kansas City,1900 block of S. Boeke,3,1,,KS,39.065918,-94.632859
"May 7, 2017",Illinois,Chicago,2600 block of 46th Pl,2,8,,IL,41.8092732,-87.68934209999999
"May 4, 2017",Michigan,Flint,600 block of Copeman Boulevard,1,3,,MI,43.028638,-83.71129549999999
"May 2, 2017",Florida,Jacksonville,1566 West 24th Street,1,3,,FL,30.3585197,-81.6819579
"May 1, 2017",Texas,Dallas,3200 block of Reynolds Ave,2,3,,TX,32.7864089,-96.7407147
"April 30, 2017",California,San Diego,9080 Judicial Dr,2,6,,CA,32.8719727,-117.2030049
"April 30, 2017",Kansas,Topeka,4104 SW 28th,4,1,,KS,39.0169769,-95.72808719999999
"April 30, 2017",Florida,Jacksonville,1200 Ken Knight Dr N,0,5,,FL,30.3914235,-81.7169292
"April 30, 2017",South Carolina,Loris,268 N Sea Green Rd,1,5,,SC,34.1016428,-78.9779822
"April 29, 2017",California,Los Angeles (Boyle Heights),Murchison St and Lancaster Ave,1,3,,CA,34.05787189999999,-118.1967811
"April 29, 2017",California,Sacramento,3800 block of 26th Avenue,0,5,,CA,38.5288793,-121.4656809
"April 29, 2017",California,Whittier,10000 block of Carmentia Rd,1,5,,CA,33.9441808,-118.0460288
"April 29, 2017",Maryland,Germantown,12839 Kitchen House Way,1,3,,MD,39.151662,-77.264871
"April 29, 2017",California,Compton,2000 Block of N Nestor Ave,0,4,,CA,33.9103183,-118.2494873
"April 29, 2017",Virginia,Virginia Beach,200 block of 18th St,0,4,,VA,36.8463356,-75.97453519999999
"April 28, 2017",Pennsylvania,Chester,5 E 21st St,0,4,,PA,39.863592,-75.366483
"April 27, 2017",New Jersey,Newark,1100 block of S Orange Ave,1,3,,NJ,40.7454682,-74.2344166
"April 26, 2017",Florida,Miami,SW 264th St and 139th Ave,0,4,,FL,25.5217591,-80.4166961
"April 21, 2017",Florida,Palm Bay,2500 block of Vernon Dr,2,2,,FL,28.0582801,-80.5947371
"April 20, 2017",Kentucky,Louisville,700 block of East Jacob Street,0,4,,KY,38.2429824,-85.7418588
"April 16, 2017",California,Vallejo,110 Calhoun Street,0,4,,CA,38.120627,-122.266629
"April 16, 2017",North Carolina,Elizabeth City,611 S Martin St,0,4,,NC,36.2942249,-76.2217036
"April 16, 2017",Ohio,Columbus,1710 Cleveland Av,0,9,,OH,40.0009315,-82.9751921
"April 15, 2017",Illinois,Rock Falls,311 W  2nd St,0,4,,IL,41.7805893,-89.69427189999999
"April 15, 2017",Pennsylvania,Philadelphia,5900 block of Hammond St,0,4,,PA,40.039441,-75.11684629999999
"April 15, 2017",Indiana,Indianapolis,300 block of S Meridian St,0,4,,IN,39.7625906,-86.1600739
"April 15, 2017",Alabama,Birmingham,1480 Center Point Pkwy,0,6,,AL,33.62253510000001,-86.68666309999999
"April 15, 2017",Illinois,Harvey,14600 block of Myrtle Avenue,0,4,,IL,41.62428000000001,-87.6526988
"April 15, 2017",California,Banning,900 block of N Allen St,0,4,,CA,33.9335068,-116.8617634
"April 13, 2017",Georgia,Atlanta,30 Anderson Ave SW,1,3,,GA,33.7536647,-84.4460292
"April 9, 2017",Texas,San Antonio,3100 block of Fidelia Drive,1,3,,TX,29.3092344,-98.56042749999999
"April 9, 2017",Indiana,Fort Wayne,9439 Lima Rd,1,3,,IN,41.1694457,-85.16695179999999
"April 7, 2017",North Carolina,Hickory,1423 29th Ave Dr NE,3,1,,NC,35.7671098,-81.3046735
"April 7, 2017",Texas,Houston,3829 Mount Pleasant St,5,0,,TX,29.6856726,-95.3662002
"April 7, 2017",Minnesota,Saint Paul,1600 block of English St,4,1,,MN,44.991864,-93.0459403
"April 7, 2017",Illinois,Chicago,5600 block of W Lake St,1,5,,IL,41.8877402,-87.7657871
"April 6, 2017",Louisiana,Lake Charles,2000 block of Tulip St,1,3,,LA,30.2112,-93.193029
"April 3, 2017",Pennsylvania,Philadelphia,1100 block of W Stiles St,3,1,,PA,39.97170149999999,-75.1539602
"April 3, 2017",Texas,Lubbock,5401 Ave Q,0,7,,TX,33.5446603,-101.8509502
"April 2, 2017",Illinois,Chicago,3500 block of W Van Buren St,2,4,,IL,41.875681,-87.71305
"April 2, 2017",Iowa,Des Moines,2500 Martin Luther King Jr. Parkway,0,5,,IA,41.6169159,-93.6474528
"April 1, 2017",California,Pittsburg,100 block of Madoline Street,0,5,,CA,38.005369,-121.8944371
