,state_id,zip,lat,lng,gym count
7772,AR,72006,35.2454,-91.3512,0
7777,NM,87013,35.9093,-107.3923,0
7779,AR,72449,36.1775,-90.8197,0
7782,AR,72722,36.3418,-94.4628,0
7841,NJ,7758,40.431,-74.1035,0
7855,NJ,7086,40.7681,-74.0209,1200
7875,MA,2671,41.6721,-70.111,5
7900,NH,3052,42.843,-71.455,7
7908,NH,3276,43.4278,-71.575,28
7910,ME,4002,43.4959,-70.6794,17
7917,ME,4348,44.2152,-69.4992,546
7920,ME,4363,44.3111,-69.5781,0
7921,VT,5648,44.385,-72.4935,0
7926,VT,5820,44.7387,-72.3448,0
7931,VT,5457,44.971000000000004,-72.9134,0
7940,ME,4462,45.9369,-68.9809,0
7961,AK,99655,59.7474,-161.889,0
7962,AK,99507,61.1498,-149.7759,1
7963,AK,99777,65.2088,-152.0564,0
7988,LA,71065,31.8077,-93.5056,0
7992,NM,88001,32.29,-106.7539,21
7998,AR,71647,33.3648,-92.1194,0
8006,NM,87828,34.205999999999996,-106.9167,1
8015,AR,72102,35.146,-91.8354,0
8018,AR,72901,35.3664,-94.4158,5
8023,NM,87455,36.3244,-108.6418,0
8033,NM,87416,36.6933,-108.4218,0
8102,NJ,8805,40.5717,-74.53699999999999,39
8116,NJ,7821,40.9649,-74.7498,3
8135,MA,2341,42.0558,-70.8723,17
8142,MA,2108,42.3577,-71.0651,36
8146,MA,1731,42.4567,-71.2795,6
8147,MA,1330,42.5138,-72.8139,458
8164,NH,3037,43.1396,-71.2526,7
8175,ME,4093,43.6428,-70.5377,0
8177,ME,4091,43.8321,-70.7514,22
8179,VT,5036,44.0264,-72.5798,0
8184,ME,4986,44.5529,-69.2225,0
8185,VT,5655,44.6238,-72.5705,0
8192,NH,3576,44.9162,-71.385,9
8194,VT,5859,44.9673,-72.4453,0
8200,ME,4459,45.5941,-68.3406,0
8228,AK,99926,55.1262,-131.4893,0
8229,AK,99775,64.8582,-147.8248,3
8243,LA,70615,30.2537,-93.1228,0
8246,LA,71446,31.1672,-93.1877,0
8248,LA,71251,32.2162,-92.6717,0
8262,AR,71726,33.6789,-92.9965,0
8265,NM,88126,33.8309,-103.3769,0
8272,NM,87002,34.6027,-106.6599,0
8273,NM,87315,34.7431,-108.6828,0
8276,AR,72376,35.0868,-90.3006,0
8277,NM,88431,35.176,-104.2779,0
8282,AR,72832,35.4128,-93.6668,0
8286,AR,72837,35.5054,-93.1099,0
8287,AR,72351,35.6737,-90.0964,0
8290,AR,72579,35.8372,-91.4451,0
8291,NM,87732,35.9632,-105.3677,0
8296,AR,72638,36.3199,-93.4075,0
8381,NJ,7421,41.1659,-74.3631,90
8402,MA,2763,41.9667,-71.3075,154
8409,MA,2120,42.3321,-71.0964,390
8410,MA,1505,42.3563,-71.7212,104
8414,MA,1237,42.5497,-73.2626,687
8428,VT,5254,43.1569,-73.0669,0
8429,NH,3280,43.1828,-72.0893,47
8430,NH,3258,43.257,-71.3991,21
8434,NH,3268,43.3866,-71.7564,225
8436,NH,3216,43.446000000000005,-71.7957,4
8437,VT,5738,43.5293,-72.8557,0
8445,VT,5748,43.9197,-72.9109,0
8446,ME,4252,44.0271,-70.0596,0
8447,VT,5081,44.1369,-72.0723,57
8451,ME,4616,44.2835,-68.5707,0
8452,ME,4255,44.3362,-70.6705,0
8453,ME,4217,44.3678,-70.8332,7
8454,ME,4989,44.4299,-69.6479,0
8456,ME,4951,44.6085,-69.0476,0
8457,VT,5827,44.6811,-72.3581,0
8459,VT,5463,44.8695,-73.3411,0
8460,ME,4628,44.8715,-67.2699,0
8485,AK,99694,61.6212,-149.7965,0
8514,LA,71250,32.959,-91.5762,0
8516,NM,88345,33.3479,-105.68,5
8519,SC,29821,33.6438,-82.1118,0
8528,AR,72342,34.458,-90.6859,0
8529,NM,88101,34.4987,-103.2838,0
8532,NM,87022,34.8977,-106.7055,1
8533,AR,72958,34.9049,-94.1245,0
8537,NM,87049,35.124,-107.5934,0
8539,NM,87014,35.2192,-107.3869,0
8543,NM,87574,35.8167,-105.8886,0
8547,AR,72764,36.1784,-94.0525,0
8548,AR,72436,36.236,-90.4811,0
8549,AR,72718,36.2697,-94.2227,4
8552,AR,72668,36.4245,-92.7719,0
8558,NM,88414,36.7785,-103.9986,0
8621,NJ,7027,40.6512,-74.3232,818
8625,NJ,7029,40.7437,-74.154,10
8632,NJ,7847,40.8846,-74.6258,0
8653,MA,2779,41.8349,-71.0754,79
8659,MA,2379,42.0214,-71.0267,22
8663,MA,2030,42.2366,-71.2842,45
8666,MA,1543,42.3848,-71.9673,1
8668,MA,2151,42.4182,-71.0039,138
8670,MA,1360,42.6758,-72.446,644
8671,MA,1834,42.751999999999995,-71.0148,339
8679,NH,3884,43.2796,-71.1492,1
8693,NH,3585,44.2208,-71.8946,0
8695,VT,5677,44.3929,-72.7097,0
8698,VT,5465,44.4683,-72.95,0
8732,ME,4779,47.1221,-68.32300000000001,0
8734,ME,4746,47.2488,-68.1247,9
8747,AK,99765,64.7293,-158.1324,0
8757,LA,70130,29.9368,-90.0693,134
8758,LA,70393,29.9914,-91.0073,0
8759,LA,70449,30.2559,-90.669,0
8762,LA,71358,30.6931,-91.8661,0
8763,LA,70775,30.8602,-91.3686,0
8764,LA,71333,30.906,-92.0738,0
8774,LA,71047,32.2978,-93.9182,0
8775,SC,29902,32.3772,-80.6952,3
8778,LA,71037,32.5696,-93.5232,1
8788,AR,71675,33.5885,-91.9391,0
8790,AR,71822,33.6611,-94.1564,1
8791,NM,87830,33.7196,-108.7395,0
8792,SC,29838,33.7375,-82.1633,0
8803,AR,72858,35.2309,-93.0423,0
8805,NM,88416,35.3135,-104.2073,0
8819,AR,72704,36.1036,-94.2966,0
8822,NM,87461,36.3353,-108.9287,0
8874,NJ,8515,40.1162,-74.6457,1
8888,NJ,7033,40.6782,-74.289,0
8891,NJ,7306,40.7346,-74.0718,0
8897,NJ,7071,40.7965,-74.1102,1
8920,MA,2769,41.8439,-71.2456,148
8928,MA,1527,42.1922,-71.7742,0
8930,MA,1082,42.2948,-72.2778,0
8937,NH,3452,42.8295,-72.0597,5
8945,NH,3034,43.0634,-71.3118,3
8954,ME,4001,43.5273,-70.921,5
8957,VT,5763,43.7267,-72.9996,0
8961,ME,4859,43.9889,-69.1376,0
8965,ME,4693,44.3848,-68.0783,0
8967,ME,4219,44.4092,-70.5928,74
8968,ME,4974,44.4893,-68.93,0
8971,VT,5494,44.6024,-73.0052,0
8975,ME,4408,44.9913,-68.2307,63
8977,ME,4468,45.0232,-68.7276,0
9022,LA,70363,29.5168,-90.7066,0
9026,LA,70342,29.6949,-91.2377,0
9028,LA,70053,29.9145,-90.0534,82
9030,LA,70665,30.1258,-93.45,0
9035,LA,71355,31.0785,-91.8501,0
9045,LA,71032,32.0948,-93.79299999999999,0
9050,LA,71227,32.5346,-92.4804,0
9056,NM,88230,33.2177,-104.3987,0
9064,AR,72073,34.3722,-91.6696,0
9065,SC,29684,34.3803,-82.7266,0
9079,AR,72952,35.5688,-94.3004,0
9082,AR,72577,36.0271,-91.714,0
9087,AR,72531,36.3194,-92.1489,0
9089,AR,72712,36.3504,-94.2543,8
9092,AR,72424,36.3905,-90.7364,0
9153,NJ,8103,39.9358,-75.1135,53
9199,MA,2725,41.7125,-71.1843,35
9212,MA,2052,42.1848,-71.305,1
9228,MA,1431,42.6765,-71.8232,74
9266,ME,4008,44.0372,-69.8621,24
9267,ME,4342,44.0794,-69.7394,13
9268,ME,4847,44.251000000000005,-69.1896,89
9270,ME,4973,44.3622,-69.1931,0
9275,VT,5464,44.6452,-72.8176,0
9277,VT,5458,44.7182,-73.3055,0
9283,VT,5872,44.8668,-72.0466,0
9284,ME,4657,44.9702,-67.423,0
9285,ME,4666,44.9817,-67.2252,1
9315,AK,99689,59.521,-139.4881,0
9316,AK,99578,60.2158,-162.0314,0
9317,AK,99503,61.908,-156.8572,0
9318,AK,99746,65.5723,-158.1209,0
9329,LA,70067,29.7143,-90.1052,0
9334,LA,70669,30.2434,-93.2791,2
9345,LA,71423,31.6081,-92.5674,0
9347,LA,71226,32.2527,-92.4455,0
9352,LA,71286,32.6644,-91.1965,0
9355,SC,29911,32.9376,-81.1419,0
9361,SC,29842,33.4461,-81.8637,0
9373,AR,71949,34.695,-93.2188,0
9374,NM,88427,34.7705,-103.7744,0
9376,SC,29353,34.829,-81.6584,0
9379,AR,72833,35.0221,-93.4751,0
9382,AR,72324,35.3882,-90.78200000000001,0
9441,NJ,8241,39.5329,-74.485,3
9452,NJ,8041,40.0379,-74.6838,0
9459,NJ,7711,40.2394,-74.0087,68
9510,MA,2717,41.7587,-70.9716,47
9521,MA,1222,42.059,-73.3208,281
9528,MA,2125,42.3154,-71.0559,71
9530,MA,2118,42.3382,-71.0708,2
9556,NH,3241,43.7221,-71.8201,95
9560,VT,5443,44.1335,-73.0367,0
9573,ME,4961,45.133,-70.1347,0
9574,ME,4920,45.14,-69.8501,75
9600,AK,99901,55.5693,-131.013,0
9601,AK,99829,58.1074,-135.4258,0
9602,AK,99825,58.136,-135.8726,0
9603,AK,99551,60.9063,-161.4118,0
9604,AK,99504,61.2041,-149.7471,5
9605,AK,99567,61.2882,-148.8945,0
9606,AK,99755,63.6999,-148.6217,0
9611,LA,70344,29.311999999999998,-90.6497,0
9613,LA,70085,29.8362,-89.7398,0
9616,LA,70657,30.5031,-93.1504,0
9618,LA,71411,31.9049,-93.0899,0
9627,SC,29445,32.9978,-79.9901,10
9637,SC,29205,33.9901,-80.9973,34
9642,SC,29130,34.3254,-80.8927,0
9646,NM,87042,34.828,-106.6866,2
9648,NM,87102,35.0811,-106.6466,58
9658,NM,87544,35.8423,-106.2908,4
9661,AR,72634,36.2036,-92.5283,0
9664,AR,72544,36.4061,-92.1905,0
9704,NJ,8352,39.4757,-75.128,1
9715,NJ,8022,40.0661,-74.7085,1
9721,NJ,7738,40.3377,-74.1275,16
9733,NJ,8829,40.668,-74.8941,7
9772,MA,2370,42.1299,-70.911,32
9779,MA,2142,42.3618,-71.082,23
9781,MA,1742,42.4623,-71.3643,1300
9801,VT,5151,43.397,-72.4906,79
9809,ME,4568,43.886,-69.5599,43
9813,VT,5654,44.1398,-72.4747,0
9817,VT,5837,44.6586,-71.8153,0
9818,ME,4927,44.6702,-69.5359,0
9820,ME,4911,44.7779,-69.9556,0
9821,VT,5455,44.8029,-72.9667,847
9822,ME,4456,44.8865,-68.9977,0
9835,ME,4747,46.0042,-68.2381,0
9841,ME,4736,46.9153,-68.0212,15
9857,AK,99653,60.1956,-154.3255,0
9868,LA,70353,29.3707,-90.7053,0
9875,LA,70119,29.9757,-90.087,108
9877,LA,70549,30.0716,-92.8029,0
9880,LA,70447,30.4212,-90.2015,4
9882,LA,70772,30.4369,-91.4687,0
9889,NM,88252,32.1693,-103.3898,0
9892,SC,29916,32.7229,-80.9634,0
9894,NM,88242,32.8105,-103.1587,1
9896,AR,71861,33.1032,-93.4928,0
9904,SC,29639,34.308,-82.4248,0
9907,SC,29680,34.6886,-82.2916,7
9915,AR,72085,35.364000000000004,-91.8292,0
9916,AR,72020,35.4723,-91.4751,0
9920,AR,72769,36.0335,-94.4987,0
9928,NM,87728,36.5961,-104.6199,0
9975,NJ,8319,39.3686,-74.8169,0
9984,NJ,8020,39.7974,-75.22399999999999,0
9985,NJ,8026,39.8331,-74.9656,71
9986,NJ,8049,39.8544,-75.0386,41
10014,NJ,7302,40.7197,-74.0467,19
10018,NJ,7078,40.7421,-74.3338,0
10022,NJ,7031,40.7872,-74.1269,4
10028,NJ,7405,40.9865,-74.3831,0
10029,NJ,7439,41.0761,-74.5979,216
10067,MA,1235,42.4298,-73.0724,570
10070,MA,1451,42.5012,-71.5738,30
10075,MA,1850,42.6557,-71.3029,3
10076,MA,1845,42.6714,-71.0866,495
10079,NH,3070,42.9773,-71.6861,146
10098,NH,3264,43.7298,-71.7113,46
10103,VT,5060,43.9592,-72.69,0
10109,ME,4646,44.2556,-68.2217,0
10111,VT,5819,44.4051,-71.9876,1
10114,VT,5843,44.5093,-72.3471,0
10120,VT,5444,44.6477,-72.9009,0
10123,ME,4449,44.9978,-68.884,0
10124,ME,4923,45.0321,-69.4467,0
10157,AK,99835,56.9606,-135.0545,0
10158,AK,99501,61.2203,-149.857,16
10159,AK,99771,64.363,-161.2075,0
10165,LA,70559,30.1248,-92.5046,0
10166,LA,70583,30.2596,-92.12200000000001,0
10189,SC,29129,33.7849,-81.6726,0
10192,SC,29530,33.9913,-79.742,0
10204,AR,72950,34.7836,-93.8875,0
10212,NM,88411,35.1368,-103.1605,0
10220,AR,72843,35.5763,-92.9345,0
10222,AR,72628,35.8346,-93.2875,0
10236,NM,87402,36.7806,-108.14399999999999,5
10300,NJ,8004,39.7647,-74.8699,0
10340,NJ,7502,40.9186,-74.1942,73
10344,NJ,7647,41.0065,-73.9427,11
10366,MA,2777,41.757,-71.2121,85
10378,MA,1010,42.1286,-72.2062,33
10380,MA,2150,42.3959,-71.0324,80
10388,MA,1864,42.5815,-71.0875,87
10398,NH,3465,42.8272,-72.1901,322
10416,ME,4062,43.7975,-70.4045,1
10420,VT,5061,43.9321,-72.5863,0
10422,ME,4256,44.1024,-70.40899999999999,17
10423,ME,4231,44.2642,-70.8872,0
10428,VT,5401,44.4763,-73.21,9
10429,ME,4607,44.4826,-68.0565,0
10430,NH,3584,44.4849,-71.5457,34
10433,VT,5826,44.6466,-72.4025,0
10435,ME,4216,44.7068,-70.8215,0
10436,ME,4623,44.728,-67.7282,0
10439,VT,5860,44.8018,-72.10300000000001,0
10468,AK,99624,57.504,-153.907,0
10469,AK,99577,61.1969,-149.2466,0
10470,AK,99645,61.6302,-148.9869,0
10471,AK,99769,63.6802,-170.483,0
10487,LA,70517,30.2949,-91.8296,0
10499,LA,71033,32.4369,-94.0028,0
10510,NM,88301,33.7927,-105.7856,0
10522,SC,29672,34.7482,-82.9396,0
10526,AR,72016,34.9708,-92.6316,0
10527,SC,29661,35.0621,-82.5351,1
10596,NJ,8758,39.7893,-74.2301,3
10601,NJ,8733,40.0263,-74.3254,3
10640,NJ,7885,40.9351,-74.5786,9
10643,NJ,7440,40.9467,-74.2939,75
10684,NH,3103,42.9533,-71.4443,1300
10690,NH,3801,43.073,-70.8053,18
10701,NH,3226,43.7043,-71.5112,0
10706,ME,4222,43.9644,-70.1296,0
10709,NH,3860,44.0419,-71.1203,0
10714,VT,5647,44.4081,-72.2883,0
10721,VT,5874,44.876999999999995,-72.4676,1
10737,ME,4471,45.8911,-67.8471,0
10757,AK,99801,58.3986,-134.0578,0
10758,AK,99789,70.0298,-151.8612,0
10766,LA,70394,29.6945,-90.6112,0
10775,LA,70754,30.404,-90.7429,0
10782,NM,88008,31.8393,-106.6818,0
10790,NM,88023,32.7513,-108.1324,0
10794,SC,29924,32.8769,-81.1131,0
10798,SC,29059,33.3292,-80.4176,0
10800,SC,29142,33.4635,-80.5251,0
10807,SC,29526,33.8637,-78.9695,0
10808,AR,71763,33.9182,-92.79799999999999,0
10810,SC,29519,34.0186,-79.3598,0
10818,AR,71944,34.2435,-94.3341,0
10819,SC,29653,34.3003,-82.2311,0
10821,SC,29370,34.3708,-81.9672,0
10829,AR,72086,34.8089,-91.9094,0
10830,NM,87068,34.8612,-106.5731,0
10833,NM,87035,34.9601,-105.9805,0
10834,AR,72007,35.0024,-91.9818,1
10842,NM,87316,35.4396,-108.4532,0
10843,NM,87701,35.538000000000004,-104.9275,0
10847,NM,87320,35.8079,-108.8761,0
10936,NJ,8609,40.226,-74.7407,18
10951,NJ,7060,40.6163,-74.4216,38
10964,NJ,7825,40.9773,-74.9601,66
11004,MA,2032,42.1549,-71.2155,0
11009,MA,1236,42.2666,-73.3767,579
11012,MA,1226,42.4817,-73.1399,106
11013,MA,1719,42.4884,-71.5178,487
11028,NH,3444,42.8944,-72.0722,207
11044,NH,3240,43.5762,-71.972,443
11053,ME,4040,44.1109,-70.7185,0
11061,ME,4349,44.4373,-70.0685,0
11064,ME,4922,44.6874,-69.3825,0
11069,ME,4958,44.9075,-69.9307,
11087,ME,4451,45.6109,-68.2105,0
11095,ME,4732,46.5072,-68.7643,0
11113,AK,99652,61.5346,-149.9724,0
11128,LA,70091,29.2135,-89.2835,0
11130,LA,70538,29.7661,-91.5822,0
11143,SC,29405,32.854,-79.9818,15
11144,SC,29929,32.9356,-80.9426,0
11153,SC,29591,33.9384,-79.7624,0
11155,AR,71852,33.9992,-93.8554,0
11161,AR,71945,34.484,-94.3395,0
11171,AR,72017,34.8974,-91.4103,0
11172,SC,29373,34.9223,-81.7464,0
11175,NM,87056,35.1889,-105.8864,0
11179,NM,87001,35.389,-106.3517,0
11193,AR,72415,36.1282,-91.17399999999999,0
11280,NJ,8562,40.0664,-74.5947,3
11290,NJ,8882,40.4454,-74.3783,
11296,NJ,7063,40.605,-74.446,35
11342,MA,1569,42.0587,-71.6371,49
11346,MA,1034,42.0849,-72.9576,261
11347,MA,1525,42.1068,-71.6324,60
11350,MA,1603,42.2441,-71.8444,73
11351,MA,1562,42.2471,-71.9919,172
11353,MA,1223,42.3118,-73.0995,55
11368,NH,3032,42.9905,-71.3438,0
11369,NH,3870,43.0152,-70.7608,0
11380,NH,3229,43.1978,-71.6968,46
11388,ME,4095,43.6356,-70.9152,130
11401,VT,5673,44.1936,-72.8418,1
11404,ME,4360,44.5476,-70.003,68
11405,ME,4634,44.6489,-68.2204,0
11406,VT,5492,44.7166,-72.7542,0
11408,NH,3590,44.7477,-71.5182,22
11409,VT,5847,44.7915,-72.4568,1
11412,ME,4475,45.1815,-68.5872,0
11416,ME,4985,45.3708,-69.943,0
11452,AK,99546,51.8415,-176.6316,0
11453,AK,99565,56.3038,-158.5293,0
11454,AK,99701,67.1697,-149.5692,0
11477,LA,71353,30.7504,-91.8185,0
11480,LA,71461,31.1184,-93.2903,3
11482,LA,71403,31.2148,-93.4327,0
11502,SC,29461,33.1587,-80.0001,0
11503,NM,87935,33.254,-107.2276,0
11514,NM,88115,33.9231,-103.3425,0
11521,AR,71921,34.2493,-93.3934,0
11527,SC,29596,34.7434,-79.8379,1
11529,NM,88112,34.8645,-103.1711,0
11541,AR,72131,35.41,-92.1922,0
11548,AR,72553,35.7005,-91.4809,0
11556,AR,72542,36.3039,-91.4716,0
11557,AR,72435,36.3187,-90.5762,0
11607,NJ,8243,39.1519,-74.69800000000001,0
11643,NJ,8722,39.9282,-74.2022,16
11651,NJ,7722,40.2848,-74.1695,13
11658,NJ,8861,40.521,-74.2741,39
11660,NJ,8867,40.5736,-74.9658,1
11662,NJ,7922,40.6752,-74.4284,
11669,NJ,7926,40.8013,-74.5703,8
11672,NJ,7662,40.9072,-74.0794,0
11673,NJ,7005,40.9295,-74.421,170
11717,MA,2322,42.1266,-71.0493,10
11728,MA,1905,42.4662,-70.9759,262
11729,MA,1467,42.4878,-71.6173,47
11732,MA,1852,42.6323,-71.2953,11
11750,NH,3770,43.5341,-72.2665,18
11751,ME,4101,43.6624,-70.2584,51
11756,NH,3814,43.7694,-71.185,68
11760,NH,3774,44.089,-71.995,0
11762,ME,4350,44.1625,-69.9399,53
11767,ME,4676,44.3466,-68.6417,0
11774,ME,4929,44.7621,-69.3106,422
11778,VT,5830,44.9802,-71.9849,0
11812,AK,99929,56.367,-131.9329,0
11831,LA,70030,29.8173,-90.4323,0
11834,LA,70052,30.0823,-90.6994,0
11849,LA,71070,32.1024,-93.0133,0
11861,AR,71826,33.0921,-93.7234,0
11866,AR,71770,33.3894,-93.318,0
11888,AR,71950,34.2482,-93.7102,0
11890,SC,29332,34.2828,-81.9703,0
11895,AR,72083,34.594,-92.0135,0
11898,AR,72926,34.7328,-94.0471,0
11908,AR,72329,35.6146,-89.9881,0
11913,NM,87506,35.8195,-105.9886,0
11925,NM,87571,36.3992,-105.5363,0
11926,AR,72739,36.426,-94.33,0
11928,AR,72751,36.4611,-94.1204,0
11999,NJ,8318,39.5563,-75.1765,0
12003,NJ,8028,39.6944,-75.1206,141
12007,NJ,8090,39.7975,-75.1506,227
12028,NJ,8859,40.4596,-74.3042,28
12035,NJ,8804,40.6456,-75.0953,2
12036,NJ,7204,40.6652,-74.2668,75
12054,NJ,7436,41.0313,-74.2411,75
12082,MA,2638,41.7323,-70.1936,66
12094,MA,1604,42.2515,-71.7677,58
12099,MA,2141,42.37,-71.0828,360
12101,MA,1754,42.4264,-71.4561,3
12102,MA,1541,42.4565,-71.8813,29
12104,MA,1054,42.4736,-72.4875,1200
12105,MA,1730,42.4969,-71.2784,287
12113,MA,1474,42.6678,-71.7522,1200
12121,VT,5363,42.8818,-72.8929,0
12124,NH,3036,42.9673,-71.2507,68
12132,VT,5156,43.3058,-72.4703,32
12140,VT,5777,43.5583,-73.0564,0
12142,VT,5034,43.5846,-72.6321,0
12143,VT,5035,43.6015,-72.6876,13
12150,NH,3755,43.7177,-72.1892,278
12153,NH,3768,43.8052,-72.1158,0
12157,NH,3279,43.9432,-71.8813,17
12161,ME,4861,44.093,-69.1748,0
12162,VT,5086,44.1143,-72.3008,16
12165,NH,3581,44.3393,-71.1325,12
12167,VT,5658,44.3581,-72.3558,0
12169,VT,5477,44.4031,-72.9547,0
12172,VT,5404,44.4951,-73.1843,43
12175,ME,4224,44.5802,-70.4011,0
12180,ME,4419,44.7969,-69.0314,58
12181,ME,4956,44.8084,-70.1143,0
12183,VT,5488,44.9214,-73.1249,0
12199,ME,4742,46.7777,-67.8553,0
12200,ME,4786,46.7921,-68.1788,0
12217,AK,99580,59.3655,-157.491,0
12218,AK,99745,66.0437,-154.2479,0
12239,LA,70420,30.4872,-89.9675,0
12242,LA,70456,30.7899,-90.5059,0
12251,SC,29910,32.2208,-80.8848,10
12254,NM,87940,32.6107,-106.9974,0
12258,LA,71241,32.7718,-92.3629,0
12261,SC,29410,32.9302,-80.0027,11
12276,AR,71825,33.8782,-93.5598,0
12281,SC,29210,34.0461,-81.1066,7
12293,NM,87047,35.2433,-106.2896,0
12299,NM,87052,35.5047,-106.3068,0
12300,NM,87508,35.5274,-105.9687,0
12303,AR,72031,35.6134,-92.5257,0
12374,NJ,8210,39.1172,-74.8235,2
12413,NJ,8879,40.4655,-74.2773,26
12421,NJ,8876,40.588,-74.6874,0
12430,NJ,7307,40.7517,-74.0563,444
12431,NJ,7087,40.7674,-74.0323,1
12434,NJ,7960,40.7834,-74.4996,33
12437,NJ,7058,40.8672,-74.3426,9
12442,NJ,7407,40.9047,-74.1201,0
12444,NJ,7508,40.9544,-74.1844,42
12485,MA,1107,42.1213,-72.6055,129
12487,MA,1515,42.2032,-72.0467,1
12494,MA,1720,42.4842,-71.4381,355
12502,MA,1354,42.6338,-72.5111,603
12506,MA,1985,42.7939,-70.9691,16
12515,VT,5773,43.4216,-72.9861,0
12524,ME,4049,43.7377,-70.703,0
12528,ME,4250,44.026,-70.1166,8
12531,NH,3598,44.3797,-71.6322,70
12533,VT,5489,44.5409,-72.8874,0
12536,VT,5468,44.6554,-73.1456,3
12537,ME,4987,44.6792,-69.2536,0
12538,ME,4984,44.7013,-70.2622,16
12541,ME,4964,44.8758,-70.7832,0
12543,VT,5855,44.9278,-72.1921,0
12544,ME,4971,44.9319,-69.3923,0
12573,ME,4781,47.1446,-68.6095,0
12574,ME,4773,47.2762,-68.2234,0
12586,AK,99669,60.4144,-151.003,0
12610,LA,70523,29.8891,-91.5011,0
12611,LA,70079,30.004,-90.4103,3
12612,LA,70774,30.2076,-90.7738,0
12613,LA,70611,30.346,-93.2016,1
12614,LA,70422,30.7353,-90.4825,2
12615,LA,70586,30.7414,-92.3375,0
12621,LA,71366,31.9396,-91.3385,0
12623,NM,88256,32.1958,-103.8926,0
12625,SC,29927,32.2304,-81.044,0
12627,NM,88220,32.2964,-104.4133,0
12630,LA,71051,32.3436,-93.4911,0
12632,LA,71107,32.5967,-93.8588,0
12640,NM,88041,32.7907,-107.914,0
12648,SC,29853,33.403,-81.4234,0
12649,SC,29851,33.5118,-81.8116,0
12657,AR,71846,33.9411,-94.1241,0
12663,SC,29036,34.1329,-81.3368,1
12673,SC,29728,34.7682,-80.4025,1
12683,AR,72121,35.4553,-91.7862,0
12688,AR,72421,35.7876,-90.9716,0
12690,AR,72760,35.8309,-93.7099,0
12697,AR,72434,36.2168,-91.1627,0
12773,NJ,8092,39.655,-74.2843,0
12786,NJ,8105,39.9515,-75.0912,6
12796,NJ,8610,40.1925,-74.7158,118
12829,NJ,7503,40.8977,-74.1535,70
12866,MA,2532,41.7516,-70.5972,269
12870,MA,2764,41.8566,-71.1605,6
12879,MA,1610,42.2467,-71.8096,188
12885,MA,1003,42.3919,-72.5248,4
12889,MA,1982,42.6267,-70.8579,27
12897,MA,1952,42.8465,-70.8616,42
12916,NH,3851,43.4364,-71.0166,238
12920,VT,5751,43.6543,-72.7892,10
12923,VT,5043,43.8081,-72.2083,0
12931,ME,4236,44.1904,-70.1446,0
12934,ME,4862,44.2619,-69.2771,0
12943,VT,5851,44.5554,-72.0716,0
12944,ME,4643,44.5791,-67.8057,0
12948,ME,4965,44.8456,-69.3627,0
12955,ME,4443,45.2243,-69.399,0
13003,LA,70380,29.7218,-91.1165,0
13008,LA,70726,30.428,-90.899,1
13009,LA,70577,30.5512,-91.9339,0
13025,LA,71225,32.5104,-92.3442,0
13028,LA,71222,32.8268,-92.6579,0
13035,SC,29831,33.3112,-81.8029,0
13042,AR,71838,33.6515,-93.8063,0
13057,SC,29541,34.0652,-79.7432,1
13065,AR,71933,34.4104,-93.4223,0
13067,SC,29670,34.6434,-82.7233,0
13071,SC,29682,34.8345,-82.8455,0
13078,AR,72928,35.2895,-93.9336,0
13080,AR,72941,35.3654,-94.154,0
13081,AR,72384,35.3743,-90.2212,0
13087,AR,72561,35.9511,-91.803,0
13093,AR,72758,36.2997,-94.1383,9
13094,AR,72455,36.3184,-91.0361,0
13099,AR,72714,36.4676,-94.2166,0
13167,NJ,8350,39.4919,-74.8783,99
13180,NJ,8107,39.9076,-75.0834,1
13184,NJ,8060,40.0086,-74.7896,10
13190,NJ,7762,40.1529,-74.0359,32
13196,NJ,7728,40.2255,-74.2854,27
13201,NJ,7716,40.4014,-74.0308,0
13206,NJ,7069,40.6426,-74.4395,38
13264,MA,1029,42.1963,-73.0484,88
13271,MA,2145,42.391999999999996,-71.0895,309
13286,NH,3447,42.75899999999999,-72.1484,45
13287,NH,3054,42.8547,-71.51899999999999,55
13288,NH,3038,42.8889,-71.2796,0
13292,NH,3819,42.9285,-71.1211,3
13298,NH,3304,43.1309,-71.5307,1
13302,VT,5758,43.4339,-72.7873,0
13306,ME,4030,43.5895,-70.6923,226
13311,NH,3750,43.7076,-72.2026,61
13323,ME,4282,44.2671,-70.2428,0
13324,VT,5650,44.38,-72.4419,217
13327,VT,5680,44.5441,-72.4707,66
13331,ME,4444,44.7259,-68.9458,215
13368,ME,4774,47.0798,-69.1239,0
13401,LA,70043,29.948,-89.9628,12
13404,LA,70710,30.3531,-91.2594,1
13407,LA,70443,30.6296,-90.536,1
13412,LA,71027,32.2452,-93.6731,0
13413,LA,71104,32.4849,-93.7326,18
13418,NM,88210,32.7717,-104.2195,0
13428,AR,71744,33.4928,-92.4781,0
13435,SC,29080,34.0112,-80.0854,0
13447,AR,71937,34.3998,-94.3894,0
13462,NM,88401,35.1126,-103.8317,0
13476,AR,72440,35.9951,-91.2515,0
13483,AR,72461,36.2653,-90.2851,0
13485,AR,72430,36.3345,-90.1713,0
13487,AR,72662,36.4318,-93.1808,0
13548,NJ,8204,38.9733,-74.9201,9
13571,NJ,8062,39.7154,-75.2227,0
13575,NJ,8731,39.8622,-74.2696,3
13587,NJ,7719,40.1687,-74.0728,
13590,NJ,8560,40.3134,-74.8588,4
13598,NJ,8901,40.4841,-74.4428,54
