,state_id,zip,lat,lng,gym count
2256,LA,70377,29.3894,-90.5124,0
2257,LA,70031,29.9419,-90.296,1
2261,LA,71233,32.3251,-90.9321,0
2264,SC,29847,33.7001,-81.8558,0
2265,SC,29062,33.9947,-80.6001,0
2294,MA,2666,41.9894,-70.0457,158
2303,ME,4442,45.4795,-69.6939,0
2310,AK,99820,57.4401,-134.1968,0
2311,AK,99649,57.5095,-157.3223,0
2312,AK,99639,60.0678,-151.404,0
2313,AK,99729,63.1834,-148.501,0
2314,AK,99790,65.4213,-148.28799999999998,0
2315,AK,99721,68.1545,-151.7097,0
2324,AR,72003,34.3859,-91.3978,0
2353,MA,1088,42.3901,-72.6478,93
2357,VT,5663,44.1514,-72.67699999999999,55
2359,VT,5868,44.8946,-72.3774,0
2370,AR,72524,35.8354,-91.3043,0
2371,AR,72773,36.0165,-93.8489,0
2387,NJ,8014,39.8179,-75.3581,0
2397,ME,4571,43.8973,-69.6737,0
2405,NM,88314,33.1007,-105.8672,0
2409,AR,72332,35.102,-90.3088,0
2412,NM,87580,36.5701,-105.5658,0
2428,MA,2672,41.6356,-70.3179,14
2431,MA,1375,42.4651,-72.5546,1300
2433,NH,3442,43.0124,-71.9084,0
2451,AR,72955,35.6122,-94.4439,0
2452,NM,88415,36.3137,-103.3258,0
2479,VT,5358,42.7629,-72.7209,0
2493,AK,99638,52.8999,-168.9375,0
2518,NH,3609,43.1446,-72.4453,0
2519,NH,3751,43.449,-72.0887,3
2523,NH,3579,44.9686,-71.0331,3
2528,AK,99827,59.1222,-135.7064,0
2532,LA,70753,30.945,-91.727,0
2539,SC,29333,34.9712,-81.9102,9
2562,NH,3071,42.7491,-71.8749,13
2569,ME,4969,44.7702,-69.2246,0
2576,AK,99784,64.6821,-163.4059,0
2577,AK,99759,69.7313,-162.8979,0
2578,LA,70632,29.8401,-93.0211,0
2580,LA,70446,30.6289,-90.3484,1
2583,LA,71079,32.9391,-92.8148,0
2587,NM,87023,34.598,-106.7609,0
2589,AR,72001,35.0665,-92.8793,0
2605,NJ,8224,39.5986,-74.4598,0
2612,MA,2539,41.3799,-70.5322,0
2623,NH,3830,43.6338,-71.0025,6
2624,VT,5747,44.0052,-72.8416,0
2632,AK,99636,59.4882,-157.2902,0
2638,NM,88002,32.4628,-106.4801,0
2639,NM,87941,32.7109,-107.2201,0
2646,AR,72537,36.4502,-92.2337,0
2647,NM,87577,36.6725,-105.9813,0
2663,NJ,8246,39.1809,-74.7658,1
2666,NJ,8326,39.5377,-74.9283,0
2680,MA,2109,42.3648,-71.053,59
2687,ME,4669,44.4167,-68.0175,0
2688,NH,3570,44.4992,-71.1577,1
2691,ME,4414,45.4447,-69.1066,
2702,LA,70112,29.956999999999997,-90.0769,136
2704,LA,70820,30.369,-91.1854,8
2707,LA,71419,31.802,-93.7094,0
2709,AR,71638,33.5193,-91.4806,0
2713,AR,72136,35.2358,-92.0163,0
2717,NM,87537,36.0496,-106.1853,0
2718,AR,72626,36.3038,-92.5392,0
2762,AK,99563,61.528999999999996,-165.5905,0
2765,LA,70082,29.5582,-89.7498,0
2767,LA,70036,29.709,-90.1212,0
2768,LA,70585,30.8783,-92.4077,0
2772,LA,71441,31.944000000000003,-92.1407,0
2777,NM,88120,34.8786,-103.4542,0
2778,AR,72335,34.9913,-90.7567,1
2815,MA,1523,42.4797,-71.6785,94
2822,ME,4469,44.9012,-68.6684,1
2845,SC,29512,34.6264,-79.7098,1
2868,NJ,7851,41.23,-74.8466,
2877,ME,4674,44.2947,-68.4107,0
2890,AK,99613,58.9887,-155.5607,0
2891,AK,99602,62.1847,-159.8447,0
2895,LA,71454,31.6926,-92.8612,0
2900,AR,71751,33.407,-92.7669,0
2904,AR,72752,35.8041,-93.5771,0
2932,ME,4061,43.6338,-70.742,216
2943,AK,99680,60.3842,-162.6839,0
2944,AK,99679,61.1012,-160.9445,0
2947,LA,70723,30.0595,-90.8385,0
2955,NM,87930,32.8339,-107.4334,0
2956,NM,88253,32.9861,-104.4549,0
2961,NM,87006,34.4919,-106.8431,0
2962,NM,87025,35.8396,-106.6348,0
3026,LA,71367,30.8832,-92.2938,0
3034,AR,72137,35.3369,-92.03,0
3035,NM,87045,35.3924,-108.0216,0
3039,AR,72478,36.4633,-91.0558,0
3062,NJ,8530,40.3714,-74.8967,1
3076,MA,1011,42.2966,-72.9597,26
3101,AK,99571,55.3836,-162.45,0
3102,AK,99830,56.778999999999996,-134.1603,0
3103,AK,99587,60.924,-148.9243,0
3104,AK,99712,64.9936,-146.1499,0
3110,SC,29458,33.0987,-79.4589,0
3114,AR,71970,34.6646,-93.4916,0
3157,NH,3593,44.3166,-71.3037,0
3172,AK,99688,61.9093,-150.0368,0
3175,LA,70780,30.2954,-91.1698,0
3177,SC,29934,32.5931,-81.1078,0
3181,NM,88330,32.8366,-106.0774,1
3183,AR,71941,34.2483,-92.9519,0
3222,MA,1611,42.2383,-71.8772,448
3237,AK,99633,58.783,-156.8984,0
3241,LA,71008,32.3404,-92.9668,0
3246,NM,87007,35.0377,-107.5029,1
3250,AR,72946,35.6663,-94.1418,0
3283,NH,3456,43.131,-72.2149,128
3285,NH,3782,43.391000000000005,-72.0928,0
3290,NH,3251,44.0854,-71.5727,2
3295,ME,4487,45.3904,-68.1022,0
3302,AK,99631,60.6148,-149.4055,0
3303,AK,99776,63.3873,-143.4126,0
3306,LA,70650,30.2374,-92.9232,0
3308,LA,70450,30.936999999999998,-90.2697,0
3314,SC,29202,33.9936,-81.031,30
3315,SC,29128,34.0977,-80.5304,0
3316,AR,72013,35.4567,-92.3683,0
3318,AR,72645,35.806,-92.5627,0
3320,AR,72526,35.8833,-91.7793,0
3321,NM,87521,36.0763,-105.698,0
3357,MA,1053,42.3535,-72.7116,0
3364,VT,5456,44.2076,-73.2552,0
3369,AK,99925,55.5577,-132.9763,0
3370,AK,99919,55.6508,-132.5034,0
3371,AK,99686,61.1218,-146.8214,0
3372,AK,99761,67.6,-163.0341,0
3382,NM,88352,33.0374,-106.102,0
3387,AR,72087,34.5948,-92.8311,0
3388,SC,29631,34.6813,-82.8173,2
3389,AR,72932,35.6042,-94.3773,0
3390,NM,87044,35.6655,-106.6443,0
3393,AR,72466,36.0557,-91.329,0
3439,MA,1031,42.3294,-72.1983,127
3441,MA,1256,42.5963,-73.0196,24
3443,NH,3441,42.78,-72.4384,0
3446,VT,5053,43.7193,-72.488,36
3457,AK,99772,65.983,-165.798,0
3463,LA,70038,29.3253,-89.3986,0
3467,SC,29082,33.0377,-80.9417,0
3472,NM,87010,35.3986,-106.1288,1
3473,AR,72675,36.0034,-92.79,0
3497,NJ,7105,40.7229,-74.1388,0
3514,NH,3745,43.4701,-72.3324,78
3527,AK,99574,60.6302,-146.0456,0
3528,AK,99506,61.2631,-149.8053,1
3534,SC,29493,33.0342,-80.8429,0
3542,AR,72629,35.7392,-92.5585,0
3543,AR,72469,35.9544,-91.2916,0
3566,NJ,8641,40.027,-74.58800000000001,5
3573,NJ,7924,40.727,-74.5897,10
3583,MA,1092,42.1997,-72.2372,84
3600,AK,99628,58.9514,-159.17600000000002,0
3603,LA,71371,31.6791,-92.2566,0
3609,AR,71855,33.8619,-93.7461,0
3613,NM,87562,35.4169,-105.6845,0
3614,AR,72080,35.5243,-92.805,0
3621,AR,72456,36.4572,-90.3211,0
3622,NM,87514,36.5413,-105.5252,0
3664,MA,2791,41.528,-71.078,0
3672,NH,3885,43.0157,-70.9006,0
3676,ME,4354,44.396,-69.4271,0
3680,ME,4422,45.071000000000005,-69.0341,24
3695,AK,99684,64.0876,-160.3354,0
3702,AR,71766,33.7222,-92.5098,0
3705,AR,72166,34.0527,-91.2382,0
3707,AR,71969,34.6661,-93.6322,0
3708,AR,72860,34.9528,-93.4284,0
3764,VT,5766,43.9923,-72.9875,0
3777,AK,99836,56.2353,-134.6534,0
3778,AK,99770,66.7669,-159.4786,0
3788,AR,71968,34.5273,-93.2973,0
3790,AR,72729,35.7823,-94.4638,0
3791,AR,72321,35.8159,-89.9447,0
3793,AR,72747,36.3686,-94.5828,0
3846,AK,99736,66.0849,-162.7611,0
3847,AK,99722,68.0958,-145.6096,0
3848,AK,99766,68.6506,-164.9584,0
3853,LA,70515,30.4521,-92.5695,0
3854,LA,70762,30.5767,-91.4686,0
3858,SC,29936,32.478,-80.9724,0
3859,LA,71024,32.4875,-93.2046,0
3868,SC,29592,34.2636,-79.4788,0
3872,SC,29601,34.8478,-82.4027,29
3873,NM,87021,35.1913,-107.884,3
3907,MA,2534,41.6672,-70.6199,7
3908,MA,2542,41.7026,-70.5469,13
3915,MA,1355,42.4529,-72.3305,68
3920,VT,5056,43.5192,-72.7227,1
3922,NH,3595,44.3062,-71.5268,237
3934,AK,99671,63.4807,-162.252,0
3942,LA,71456,31.6366,-92.9767,0
3944,LA,71435,32.0309,-92.1637,0
3947,SC,29840,34.0065,-82.5324,0
3948,AR,71659,34.1436,-91.7759,0
3950,AR,72367,34.1916,-90.946,0
3951,NM,87827,34.4019,-108.1029,0
3955,AR,72636,35.9901,-92.71600000000001,0
4026,ME,4777,45.8477,-68.5074,8
4036,AK,99720,66.5635,-152.7761,0
4037,AK,99752,67.2914,-161.9852,0
4041,LA,71426,31.4989,-93.4599,0
4044,NM,88231,32.4491,-103.255,0
4050,NM,87831,34.2647,-106.9329,0
4058,AR,72768,36.4769,-94.5019,0
4061,NM,87575,36.7461,-106.3849,0
4078,NJ,8038,39.4738,-75.4886,48
4079,NJ,8215,39.5826,-74.5815,0
4113,NH,3823,43.1729,-70.9411,17
4126,ME,4734,46.4786,-67.9223,1
4133,AK,99604,61.5272,-166.1149,0
4142,LA,71483,31.8938,-92.6613,0
4154,AR,72179,35.5036,-91.8556,0
4156,AR,72947,35.571999999999996,-94.02799999999999,0
4157,NM,87499,36.349000000000004,-108.2108,0
4218,ME,4564,43.935,-69.4647,0
4226,ME,4733,45.757,-68.4015,0
4240,AK,99927,56.251000000000005,-133.3757,0
4241,AK,99610,60.2493,-150.4291,0
4247,LA,70083,29.5087,-89.8511,0
4254,NM,88081,32.2241,-106.26299999999999,0
4266,AR,72838,34.9053,-93.6765,0
4273,NM,87566,36.0712,-106.0701,0
4277,NM,87710,36.3849,-105.2439,0
4300,NJ,8611,40.193000000000005,-74.7445,323
4305,NJ,8553,40.4002,-74.6406,0
4315,NJ,7849,40.9664,-74.6099,9
4330,ME,3902,43.2215,-70.6377,1
4334,NH,3810,43.5272,-71.2807,11
4336,VT,5759,43.5371,-72.9627,0
4350,VT,5903,44.9323,-71.5828,0
4368,AK,99666,62.453,-165.0988,0
4369,AK,99665,62.6464,-159.5271,0
4373,LA,70537,30.2574,-92.5667,0
4378,AR,71752,33.4009,-93.1955,0
4384,NM,87062,34.44,-106.6588,0
4386,SC,29743,35.0256,-81.3988,0
4388,AR,72536,36.1471,-91.7672,0
4389,NM,87064,36.1863,-106.5769,0
4436,NJ,7822,41.1403,-74.7052,2
4443,MA,1255,42.1083,-73.1229,126
4454,ME,4574,44.2733,-69.3913,0
4456,ME,4464,45.4187,-69.398,0
4473,AK,99921,55.4548,-132.7721,0
4474,AK,99621,60.7951,-161.4006,0
4475,AK,99552,60.9095,-161.2262,0
4476,AK,99727,65.9759,-161.1388,0
4489,NM,88072,32.1405,-106.6129,0
4494,AR,71658,33.3153,-91.5722,0
4498,SC,29704,34.8209,-80.9154,0
4501,AR,72135,34.8755,-92.5531,0
4503,AR,72429,35.492,-90.9299,0
4504,AR,72959,35.7827,-94.0681,0
4508,NM,88436,36.1315,-103.1217,0
4509,AR,72658,36.1664,-92.3205,0
4514,NM,87520,36.8827,-106.62700000000001,0
4565,NJ,7505,40.9161,-74.1717,48
4577,MA,1258,42.1026,-73.4617,10
4589,VT,5360,43.0025,-72.9441,0
4593,VT,5730,43.4137,-72.8233,101
4599,ME,4544,43.8456,-69.5869,0
4602,ME,4029,43.9016,-70.6877,0
4605,ME,4226,44.6084,-70.6994,27
4618,AK,99643,57.2175,-153.3444,0
4619,AK,99555,59.2681,-158.6283,0
4620,AK,99614,59.9363,-164.0613,0
4625,LA,71406,31.7331,-93.5046,0
4631,AR,71940,34.0205,-93.5097,0
4632,SC,29010,34.216,-80.2702,0
4634,SC,29031,34.6041,-81.4324,0
4644,AR,72441,36.4369,-90.3853,0
4676,NJ,8311,39.3275,-75.2102,0
4683,NJ,8019,39.7768,-74.5311,0
4691,NJ,8821,40.52,-74.6857,18
4713,MA,2128,42.3728,-71.0166,670
4720,NH,3086,42.8294,-71.7713,0
4728,ME,4055,43.9702,-70.6154,729
4736,ME,4626,44.6849,-67.2217,0
4747,ME,4787,46.5517,-67.9768,0
4752,AK,99630,60.372,-166.2638,0
4753,AK,99620,63.0293,-163.5462,0
4754,AK,99742,63.7523,-171.6881,0
4756,LA,70756,30.5468,-91.6141,0
4760,LA,71048,32.8385,-92.8456,0
4771,SC,29152,33.975,-80.4718,1
4780,AR,72934,35.6885,-94.2721,0
4781,AR,72533,35.9734,-92.2504,0
4782,AR,72445,35.9766,-91.0266,0
4785,NM,87029,36.3964,-106.9976,0
4822,NJ,8001,39.5507,-75.3498,58
4836,NJ,7310,40.7306,-74.0379,16
4853,MA,2657,42.0614,-70.1981,5
4864,NH,3255,43.3148,-72.0262,19
4866,NH,3231,43.4665,-71.7568,0
4870,VT,5487,44.2318,-73.0106,0
4873,ME,4275,44.6897,-70.6373,229
4877,ME,4936,45.3357,-70.6284,0
4894,AK,99658,62.0757,-163.2797,0
4895,AK,99659,63.474,-162.1196,0
4897,LA,70116,29.9672,-90.0644,121
4900,LA,70541,30.4256,-92.0458,0
4902,SC,29439,32.6663,-79.9291,5
4916,NM,87745,35.7816,-105.2444,0
4918,AR,72655,35.9011,-93.0214,0
4966,NJ,7732,40.4311,-73.9918,0
4967,NJ,7980,40.6787,-74.4939,0
4968,NJ,7460,41.1122,-74.495,130
4978,MA,1050,42.2879,-72.8699,86
4980,MA,2110,42.3583,-71.0518,87
4983,MA,1475,42.6667,-72.04899999999999,131
5001,ME,4970,45.0045,-70.638,144
5002,ME,4418,45.0864,-68.4722,0
5015,AK,99556,59.8678,-151.4953,0
5021,LA,71430,31.0403,-92.5006,0
5022,LA,71438,31.1137,-92.8248,0
5025,LA,71202,32.3959,-92.0562,0
5043,NM,87510,36.2933,-106.4142,0
5077,NJ,8039,39.688,-75.2721,34
5132,ME,4281,44.2444,-70.4884,0
5134,ME,4941,44.4654,-69.3017,0
5138,ME,4943,44.8799,-69.5205,0
5140,ME,4939,45.0544,-69.1586,187
5145,ME,4460,45.6938,-68.5459,18
5149,ME,4760,46.3468,-67.9364,11
5158,AK,99833,56.8844,-133.0817,0
5159,AK,99573,61.6224,-145.9995,0
5160,AK,99709,64.8782,-148.2155,0
5172,LA,71331,31.2646,-92.0817,0
5180,SC,29133,33.3564,-80.8138,0
5183,SC,29125,33.6983,-80.4672,0
5185,NM,87821,33.9797,-108.0594,0
5186,AR,71841,34.1604,-94.3392,0
5191,SC,29712,34.795,-80.9856,0
5195,AR,72835,35.2778,-93.3483,0
5222,NJ,8345,39.2812,-75.1651,1
5228,NJ,8322,39.6142,-75.0352,0
5249,NJ,7842,40.9411,-74.5103,4
5265,MA,1005,42.4202,-72.1061,22
5272,VT,5142,43.403,-72.5863,0
5274,ME,4274,44.0461,-70.3894,
5278,VT,5042,44.2276,-72.0996,14
5281,VT,5873,44.4221,-72.2055,0
5299,AK,99637,60.543,-165.1431,0
5300,AK,99627,63.5317,-154.6293,0
5307,LA,71326,31.7705,-91.6095,0
5325,AR,72419,35.7477,-90.3511,0
5329,NM,87729,36.3325,-104.8006,0
5383,NJ,7418,41.2386,-74.4874,1
5384,MA,2554,41.2854,-70.0798,2
5396,MA,1561,42.443999999999996,-71.6855,369
5397,MA,1862,42.5749,-71.2934,236
5399,MA,1367,42.6958,-72.9118,244
5400,VT,5341,42.9637,-72.7968,4
5401,VT,5253,43.2515,-72.9993,0
5408,ME,4578,43.9814,-69.6926,31
5415,ME,4675,44.3045,-68.2527,
5416,ME,4918,44.5173,-69.8669,61
5435,AK,99840,59.5617,-135.3374,0
5436,AK,99611,60.718,-150.9861,0
5437,AK,99586,62.6682,-144.1105,0
5438,AK,99764,63.3815,-141.5118,0
5445,LA,70372,29.783,-90.98899999999999,0
5447,LA,70658,30.5287,-93.0476,0
5450,LA,70441,30.8587,-90.7528,0
5451,LA,70659,30.9214,-93.2838,2
5458,AR,71857,33.8057,-93.3454,0
5463,AR,72227,34.7778,-92.3751,25
5468,AR,72377,35.6876,-90.3386,0
5469,NM,87753,35.8564,-104.9595,0
5472,AR,72462,36.3726,-90.7703,0
5511,NJ,7757,40.3162,-74.0161,28
5523,NJ,7462,41.1989,-74.4885,0
5533,MA,2324,41.9728,-70.9748,330
5541,VT,5361,42.7828,-72.8765,0
5544,NH,3835,43.3633,-71.0767,249
5550,NH,3845,44.1067,-71.1255,2
5560,VT,5485,44.9035,-72.9735,0
5579,AK,99568,60.2118,-151.3961,0
5580,AK,99632,62.1123,-163.6644,0
5581,AK,99762,64.8457,-164.4665,0
5582,AK,99753,64.9397,-161.1512,0
5583,AK,99738,65.2092,-142.1835,0
5584,AK,99788,66.6463,-143.7815,0
5603,LA,71044,32.968,-93.8823,0
5614,AR,72417,35.921,-90.5501,0
5663,NJ,7606,40.8583,-74.0469,123
5692,VT,5260,42.8072,-73.2649,25
5701,VT,5769,43.9192,-73.1155,151
5702,ME,4539,43.9642,-69.5067,0
5724,AK,99557,61.4405,-156.0209,0
5725,AK,99626,61.516999999999996,-160.3647,0
5726,AK,99554,62.6943,-164.6475,0
5727,AK,99741,64.7388,-156.8589,0
5728,AK,99781,67.4771,-146.0195,0
5744,LA,71064,32.9108,-93.6858,0
5745,AR,71646,33.2311,-91.7838,0
5751,SC,29729,34.6767,-81.0058,0
5759,NM,87072,35.611999999999995,-106.3881,0
5764,AR,72583,36.4024,-91.9915,0
5801,NJ,8036,39.9762,-74.8374,19
5810,NJ,7931,40.7094,-74.6526,200
5811,NJ,7102,40.7359,-74.1736,86
5852,ME,4087,43.5655,-70.7525,1
5855,NH,3259,43.8718,-71.3963,0
5856,VT,5778,43.8737,-73.2111,0
5857,VT,5033,44.0089,-72.158,25
5867,ME,4410,45.0882,-68.907,27
5884,AK,99662,61.7918,-165.9613,0
5885,AK,99581,62.7818,-164.5335,0
5886,AK,99760,64.2137,-148.2304,0
5889,LA,70631,29.8664,-93.5514,0
5903,SC,29374,34.7855,-81.8492,0
5992,VT,5735,43.6441,-73.1564,103
6002,ME,4489,44.9103,-68.6902,1
6004,NH,3592,45.123000000000005,-71.263,39
6026,AK,99723,71.2737,-156.7453,0
6031,LA,70057,29.965999999999998,-90.4628,0
6047,SC,29058,34.5639,-80.7359,0
6048,NM,88135,34.5867,-103.0933,0
6049,SC,29683,35.03,-82.4942,1
6050,NM,87040,35.1236,-107.3916,0
6051,AR,72063,35.323,-92.7724,0
6052,AR,72330,35.5878,-90.2102,0
6053,AR,72442,35.8198,-90.1935,0
6055,AR,72412,36.1242,-90.6944,0
6058,AR,72672,36.2814,-92.8378,0
6060,AR,72453,36.2939,-90.7082,0
6103,NJ,8302,39.4396,-75.2609,5
6122,NJ,7626,40.9405,-73.9595,0
6138,MA,1008,42.1843,-72.952,22
6147,NH,3049,42.7495,-71.5838,21
6150,NH,3462,42.8955,-72.4047,770
6153,VT,5262,42.9804,-73.1268,0
6160,VT,5767,43.8751,-72.8287,0
6168,VT,5450,44.9002,-72.7911,54
6171,ME,4406,45.2345,-69.5699,0
6195,AK,99547,52.2295,-174.2096,0
6196,AK,99749,66.9784,-160.4318,0
6197,AK,99750,67.7317,-164.5506,0
6203,LA,70357,29.2865,-90.1831,0
6213,NM,88003,32.2805,-106.74600000000001,19
6215,AR,71740,33.0811,-93.1637,0
6218,SC,29166,33.9018,-81.7082,0
6230,NM,87357,34.946999999999996,-108.3587,0
6235,AR,72339,35.422,-90.2681,0
6237,AR,72738,36.1606,-93.8866,0
6239,AR,72677,36.2514,-92.6869,0
6240,NM,87530,36.3493,-106.1913,0
6290,NJ,8620,40.167,-74.6488,76
6299,NJ,7927,40.8213,-74.4533,1
6330,NH,3837,43.4217,-71.329,0
6338,ME,4863,44.07899999999999,-68.8438,0
6339,NH,3838,44.1123,-71.2409,1
6345,ME,4947,45.0327,-70.2388,1700
6346,ME,4671,45.0662,-67.1625,0
6353,ME,4478,45.8641,-69.8768,0
6362,AK,99615,57.5832,-153.4012,0
6363,AK,99663,59.3941,-151.6274,0
6364,AK,99768,65.1167,-154.8799,0
6371,LA,70734,30.2029,-91.00200000000001,0
6377,SC,29921,32.6826,-81.1729,0
6395,NM,87553,36.2059,-105.70700000000001,0
6426,NJ,8270,39.2719,-74.7965,1
6471,MA,1506,42.1936,-72.1045,585
6474,MA,1468,42.5521,-72.0689,28
6487,ME,4260,43.9639,-70.2959,0
6490,ME,4660,44.3405,-68.3332,0
6495,VT,5448,44.7555,-72.8974,0
6496,VT,5474,44.8404,-73.2736,
6518,AK,99654,61.4548,-149.9005,0
6519,AK,99743,63.7842,-150.1302,0
6520,AK,99740,67.5332,-143.7485,0
6535,LA,71219,32.323,-91.6843,0
6536,NM,88034,32.6096,-107.9392,0
6539,AR,71749,33.0717,-92.8202,0
6540,AR,71839,33.3131,-93.7356,0
6541,NM,88312,33.4314,-105.6776,0
6545,SC,29201,33.9834,-81.0281,29
6551,AR,72129,34.3278,-92.5419,0
6553,AR,71960,34.4791,-93.7087,0
6555,AR,72857,34.8578,-93.3151,0
6560,AR,72534,35.6,-91.7259,0
6565,NM,87364,36.1419,-108.7065,0
6566,AR,72529,36.2958,-91.5657,0
6638,NJ,7827,41.2923,-74.7394,0
6674,VT,5742,43.4363,-72.9014,0
6679,VT,5737,43.75899999999999,-72.91199999999999,201
6680,ME,4085,43.7744,-70.6267,1
6684,VT,5674,44.111000000000004,-72.8609,0
6685,ME,4289,44.3211,-70.5338,0
6686,VT,5682,44.403,-72.5714,0
6689,ME,4472,44.5735,-68.6773,0
6692,ME,4924,44.7792,-69.5497,0
6713,AK,99824,58.2724,-134.4008,4
6714,AK,99714,64.4327,-146.6711,0
6738,SC,29658,34.7648,-83.2865,0
6739,NM,87106,35.0582,-106.6216,55
6827,NJ,7456,41.1063,-74.2754,9
6845,MA,1571,42.055,-71.9352,0
6849,MA,1585,42.2415,-72.1619,1700
6853,MA,1070,42.5185,-72.9239,9
6862,NH,3261,43.213,-71.2097,245
6868,VT,5031,43.711999999999996,-72.59100000000001,545
6873,VT,5077,43.9032,-72.4807,0
6874,NH,3285,43.9241,-71.6437,160
6878,ME,4858,44.0465,-69.1452,0
6879,VT,5472,44.1089,-73.1599,4
6882,ME,4220,44.3365,-70.3533,1
6886,ME,4257,44.5735,-70.5136,0
6909,AK,99564,56.2968,-158.4129,0
6910,AK,99786,67.1732,-155.9542,0
6920,LA,70653,30.6636,-93.5622,0
6921,LA,71409,31.3196,-92.7074,0
6929,SC,29042,33.31,-81.1507,0
6933,SC,29052,33.8114,-80.7385,0
6942,AR,72847,35.3738,-93.272,0
6944,NM,87323,35.455,-108.1991,0
6946,AR,72540,35.9272,-91.9005,0
6950,AR,72413,36.3001,-90.8218,0
6986,NJ,8015,39.933,-74.5378,1
7025,MA,2367,41.9634,-70.8097,
7029,MA,1521,42.0601,-72.166,1500
7036,MA,2134,42.3578,-71.1295,115
7040,VT,5352,42.788000000000004,-73.0785,8
7043,NH,3082,42.9003,-71.7743,6
7044,NH,3450,42.9417,-72.09100000000001,57
7050,VT,5048,43.582,-72.4237,0
7057,ME,4535,44.0878,-69.6344,0
7063,VT,5676,44.3429,-72.8091,0
7066,ME,4664,44.5469,-68.1271,70
7068,ME,4963,44.5663,-69.8148,52
7081,ME,4735,46.4181,-67.8647,0
7093,AK,99690,60.4902,-164.8199,0
7094,AK,99559,60.6542,-161.9049,0
7095,AK,99518,61.1596,-149.8848,42
7101,LA,70355,29.699,-90.4293,0
7113,SC,29580,33.6625,-79.5589,0
7119,AR,72206,34.6284,-92.2383,0
7127,AR,72067,35.5646,-92.1582,0
7128,NM,87317,35.5876,-108.76100000000001,0
7134,NM,87413,36.4151,-107.9767,0
7185,NJ,7836,40.8453,-74.7032,
7203,MA,2770,41.7585,-70.8409,96
7214,MA,1612,42.3104,-71.9308,0
7223,NH,3448,43.0398,-72.2719,3
7224,NH,3608,43.0707,-72.4065,359
7231,NH,3809,43.4539,-71.2126,1
7239,VT,5906,44.4761,-71.7148,79
7246,VT,5853,44.8947,-71.9665,0
7258,ME,4780,46.2376,-68.2526,0
7270,AK,99589,59.1275,-161.5688,0
7271,AK,99705,64.7624,-147.3122,1
7288,NM,88029,31.8459,-107.6913,0
7289,LA,71078,32.272,-93.7934,0
7292,SC,29907,32.4533,-80.6087,0
7293,LA,71003,32.6286,-93.0297,0
7298,SC,29849,33.0968,-81.2331,0
7299,AR,71827,33.4249,-93.4115,0
7300,SC,29164,33.6553,-81.4221,0
7301,AR,71835,33.6647,-93.445,0
7304,AR,71660,33.7607,-92.1875,0
7306,AR,71652,33.9307,-92.3357,0
7308,SC,29040,34.0593,-80.4343,0
7313,AR,72065,34.5207,-92.2888,0
7314,SC,29718,34.6198,-80.3313,0
7317,SC,29717,34.953,-81.4432,0
7320,AR,72081,35.3793,-91.6698,0
7325,AR,72732,36.4328,-93.9588,0
7396,NJ,7650,40.8471,-73.9967,94
7413,MA,2644,41.6843,-70.5102,479
7418,MA,2562,41.7872,-70.5269,11
7443,NH,3446,42.8605,-72.2974,0
7448,NH,3077,43.0329,-71.19800000000001,14
7453,VT,5148,43.2288,-72.8,1
7458,NH,3284,43.4929,-72.0309,26
7463,VT,5675,44.0738,-72.4187,0
7465,ME,4051,44.1887,-70.8847,73
7469,VT,5462,44.3006,-72.9538,0
7478,ME,4457,45.4163,-68.4783,0
7501,LA,70397,29.4094,-90.7859,0
7511,LA,71334,31.6564,-91.56299999999999,0
7513,LA,71465,31.8678,-92.1882,0
7514,LA,71418,32.143,-92.0555,0
7519,LA,71071,32.9238,-93.4556,0
7521,SC,29834,33.5119,-81.8583,0
7524,AR,71842,33.9018,-94.2871,0
7532,SC,29643,34.5118,-83.0006,0
7534,AR,71965,34.6656,-93.7427,0
7535,SC,29696,34.7761,-83.0058,0
7540,SC,29685,34.9872,-82.8471,0
7541,AR,72127,35.1666,-92.6026,0
7543,AR,72047,35.2238,-92.2106,0
7547,AR,72566,36.2167,-92.07799999999999,0
7605,NJ,8535,40.2356,-74.4393,35
7624,NJ,7801,40.9189,-74.5541,17
7636,MA,2747,41.6678,-71.0163,3
7654,MA,1503,42.3838,-71.6355,22
7657,MA,1270,42.5149,-73.0412,7
7661,NH,3844,42.9272,-70.8861,0
7662,NH,3047,42.9398,-71.8706,2
7667,NH,3607,43.1955,-72.2688,315
7675,VT,5058,43.8858,-72.27,0
7680,VT,5445,44.3094,-73.2216,0
7684,NH,3582,44.5956,-71.4387,21
7685,NH,3588,44.6122,-71.2075,59
7688,VT,5652,44.7283,-72.5875,0
7690,ME,4428,44.8064,-68.5559,0
7724,AK,99648,55.9306,-159.1574,0
7725,AK,99681,60.6068,-165.1286,0
7726,AK,99609,60.8785,-162.5265,0
7727,AK,99590,62.8994,-160.1073,0
7735,LA,70343,29.5481,-90.5572,0
7736,LA,70113,29.943,-90.0831,130
7737,LA,70630,30.0272,-93.0063,0
7739,LA,70656,30.9602,-92.9696,0
7740,LA,71341,31.0617,-92.165,0
7745,NM,88043,32.6209,-108.1115,0
7746,NM,88240,32.7079,-103.4714,0
7747,LA,71018,32.8225,-93.4263,0
7748,NM,88051,33.0161,-108.9488,0
7759,AR,72104,34.3435,-92.8235,0
7761,NM,87036,34.3783,-106.2593,0
7770,SC,29635,35.0799,-82.6282,0
